WellID,Latitude(WGS84),Longitude(WGS84),Year,Month,InjectionRate(bbl/month)
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2023,12,59700
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,1,61000
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,2,63300
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,3,64800
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,4,65000
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,5,39700
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,6,62200
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,7,60200
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,8,58300
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,9,57100
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,10,56900
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,11,57500
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2024,12,59100
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,1,57900
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,2,59000
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,3,59800
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,4,37200
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,5,59800
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,6,59300
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,7,58600
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,8,57700
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,9,56900
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,10,56400
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,11,56200
DEMO_TX_INJ_REEVES_001,31.214000,-103.742000,2025,12,56600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,1,31600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,2,32500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,3,33700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,4,35100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,5,36300
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,6,36800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,7,36500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,8,35500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,9,34000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,10,20100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,11,31400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2018,12,31000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,1,34800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,2,36500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,3,38700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,4,40700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,5,41900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,6,42000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,7,40900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,8,39000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,9,22800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,10,34800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,11,33700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2019,12,33800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,1,39200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,2,41700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,3,44300
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,4,46200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,5,46800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,6,46000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,7,44000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,8,25700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,9,38900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,10,37300
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,11,36900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2020,12,37800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,1,44600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,2,47200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,3,49400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,4,50500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,5,50200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,6,48600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,7,28700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,8,43800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,9,41900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,10,41100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,11,41400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2021,12,42900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,1,49700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,2,51600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,3,52900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,4,53200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,5,52400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,6,31500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,7,49000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,8,47400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,9,46400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,10,46100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,11,46700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2022,12,48000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,1,49400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,2,50400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,3,51000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,4,51200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,5,31600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,6,50400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,7,49600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,8,48900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,9,48200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,10,47800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,11,47800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2023,12,48200
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,1,45900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,2,46500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,3,47400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,4,29900
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,5,49100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,6,49600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,7,49500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,8,48800
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,9,47600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,10,46400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,11,45400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2024,12,45000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,1,42400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,2,43500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,3,28000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,4,47100
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,5,48700
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,6,49400
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,7,49000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,8,47600
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,9,45500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,10,43500
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,11,42000
DEMO_TX_INJ_REEVES_002,31.287000,-103.635000,2025,12,41500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,1,47200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,2,50200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,3,53300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,4,55700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,5,56600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,6,55700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,7,53400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,8,50200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,9,29300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,10,45200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,11,44500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2018,12,45500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,1,54700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,2,58000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,3,60800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,4,62300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,5,62100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,6,60100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,7,57200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,8,33500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,9,51600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,10,50400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,11,50800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2019,12,52600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,1,62100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,2,64700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,3,66500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,4,66900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,5,65900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,6,63900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,7,38100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,8,59300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,9,57800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,10,57500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,11,58200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2020,12,60000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,1,67700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,2,69200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,3,70100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,4,70300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,5,69800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,6,42700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,7,67700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,8,66600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,9,65700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,10,65200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,11,65300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2021,12,66000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,1,71200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,2,72200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,3,73500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,4,74700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,5,47000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,6,76300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,7,76100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,8,75100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,9,73500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,10,71800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,11,70400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2022,12,69900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,1,68600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,2,70300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,3,72900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,4,47000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,5,78200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,6,79400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,7,78800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,8,76700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,9,73600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,10,70400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,11,68100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2023,12,67200
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,1,64800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,2,67900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,3,44500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,4,75500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,5,77900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,6,78300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,7,76400
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,8,72800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,9,68600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,10,65100
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,11,63000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2024,12,63000
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,1,63300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,2,41800
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,3,71600
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,4,74700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,5,75900
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,6,74700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,7,71500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,8,67300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,9,63300
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,10,60500
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,11,59700
DEMO_TX_INJ_REEVES_003,31.396000,-103.774000,2025,12,61000
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,1,28700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,2,30000
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,3,30900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,4,31100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,5,30700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,6,29700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,7,28500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,8,17000
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,9,26700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,10,26500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,11,26900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2018,12,27700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,1,32100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,2,32800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,3,33300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,4,33400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,5,33100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,6,32500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,7,19800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,8,31300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,9,30900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,10,30700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,11,30800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2019,12,31200
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,1,34400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,2,34800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,3,35400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,4,35900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,5,36300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,6,22600
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,7,36400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,8,35900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,9,35200
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,10,34500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,11,33900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2020,12,33700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,1,36100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,2,36900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,3,38200
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,4,39600
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,5,25300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,6,41500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,7,41300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,8,40200
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,9,38700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,10,37100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,11,35900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2021,12,35400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,1,38400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,2,40200
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,3,42400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,4,27700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,5,46100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,6,46400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,7,45300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,8,43300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,9,40900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,10,38800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,11,37500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2022,12,37400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,1,39100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,2,41500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,3,27400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,4,46100
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,5,47000
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,6,46300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,7,44400
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,8,41800
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,9,39300
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,10,37500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,11,36900
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2023,12,37700
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,1,39000
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,2,25600
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,3,43500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,4,44600
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,5,44500
DEMO_TX_INJ_REEVES_004,31.123000,-103.602000,2024,6,43200
